1030.9,1876.6,-1.1,0.02
224.1,157.6,3.7,0.3533334
226.7,157.6,3.7,0.3866318
226.3,157.6,3.7,0.3959558
226.6,157.6,3.7,0.4035176
227.9,157.6,3.7,0.4204271
227.0,157.6,3.7,0.4403513
224.6,157.6,3.7,0.4613357
225.1,157.6,3.7,0.4815331
224.6,157.6,3.7,0.5054719
224.8,157.6,3.7,0.524352
224.3,157.6,3.7,0.545583
223.4,157.6,3.7,0.5669
221.8,157.6,3.7,0.5883554
224.8,157.6,3.7,0.6121749
224.2,157.6,3.7,0.632368
224.0,157.6,3.7,0.6540312
224.8,157.6,3.7,0.6741267
224.8,157.6,3.7,0.6938245
225.7,157.6,3.7,0.7121831
225.2,157.6,3.7,0.7327598
225.2,157.6,3.7,0.7550619
225.1,157.6,3.7,0.7770067
223.5,157.6,3.7,0.8118057
221.4,157.6,3.7,0.833217
220.2,157.6,3.7,0.8661168
215.1,160.8,3.8,0.8999541
218.0,157.6,3.7,0.9329906
221.2,157.6,3.7,0.9707729
222.3,160.8,3.8,1.199907
221.9,157.6,3.7,1.233802
223.2,157.6,3.7,1.26664
215.8,157.8,3.7,1.299599
222.7,157.6,3.7,1.332759
227.1,157.6,3.7,1.365899
226.2,157.6,3.7,1.399312
225.8,157.6,3.7,1.432437
225.2,157.6,3.7,1.465659
225.5,157.6,3.7,1.498911
226.4,157.6,3.7,1.532408
225.8,157.6,3.7,1.565567
229.3,157.6,3.7,1.601667
225.6,157.6,3.7,1.621207
228.5,157.6,3.7,1.643387
227.8,157.6,3.7,1.665565
229.1,157.6,3.7,1.687554
229.7,157.6,3.7,1.709841
212.8,160.8,3.8,1.732051
212.0,162.2,3.9,1.75424
209.4,162.4,3.9,1.776755
202.7,163.2,3.9,1.798923
203.6,163.0,3.9,1.821065
202.7,163.0,3.9,1.843237
209.3,161.9,3.8,1.865465
209.6,161.9,3.8,1.887768
218.4,161.2,3.8,1.909896
187.2,169.8,4.0,1.939479
206.4,162.7,3.9,1.954651
207.4,162.2,3.9,1.976838
206.9,162.8,3.9,1.999217
179.6,169.8,4.0,2.021214
181.2,169.8,4.0,2.043575
187.2,169.8,4.0,2.065948
187.2,169.8,4.0,2.08787
187.2,169.8,4.0,2.110046
187.2,169.8,4.0,2.132471
187.2,169.8,4.0,2.154442
187.2,169.8,4.0,2.176898
206.5,161.0,3.8,2.199116
202.9,161.5,3.8,2.220995
208.0,160.8,3.8,2.243292
211.1,160.8,3.8,2.265592
209.1,160.8,3.8,2.287706
209.3,160.8,3.8,2.309883
209.6,161.2,3.8,2.33234
210.3,160.8,3.8,2.354482
196.1,162.4,3.9,2.376783
204.7,161.5,3.8,2.398788
205.3,161.3,3.8,2.420976
217.9,160.8,3.8,2.443135
211.9,161.1,3.8,2.465382
215.2,160.8,3.8,2.488585
189.9,162.2,3.9,2.510428
188.3,162.4,3.9,2.532333
182.8,163.1,3.9,2.554373
175.5,162.5,3.9,2.577343
155.3,169.8,4.0,2.598753
152.3,169.8,4.0,2.621132
150.2,169.8,4.0,2.643219
180.0,163.1,3.9,2.665657
200.8,160.8,3.8,2.688894
175.2,161.7,3.8,2.711467
168.3,169.8,4.0,2.733045
211.9,161.0,3.8,2.755733
222.8,157.8,3.7,2.778099
213.2,157.8,3.7,2.799768
211.5,160.8,3.8,2.821612
229.2,160.8,3.8,2.844416
220.6,161.1,3.8,2.866475
222.2,160.8,3.8,2.888814
245.7,156.4,3.7,2.911618
252.1,155.2,3.7,2.933089
244.1,155.0,3.7,2.95534
241.4,157.1,3.7,2.97787
243.6,154.1,3.7,2.999852
242.1,154.0,3.7,3.022412
239.7,153.5,3.7,3.044391
241.3,156.2,3.7,3.066641
242.6,154.7,3.7,3.088933
240.7,155.3,3.7,3.111447
240.7,156.4,3.7,3.133372
242.1,154.3,3.7,3.155332
241.4,155.9,3.7,3.177536
244.0,155.3,3.7,3.199857
245.9,156.0,3.7,3.222093
253.6,156.5,3.7,3.24427
254.2,156.7,3.7,3.266592
253.0,157.1,3.7,3.288842
252.5,155.4,3.7,3.310759
254.2,156.0,3.7,3.333851
253.1,154.4,3.7,3.355446
252.7,156.0,3.7,3.37754
233.7,157.6,3.7,3.399734
233.4,157.6,3.7,3.422079
241.3,157.6,3.7,3.444084
237.2,157.6,3.7,3.466727
235.4,157.6,3.7,3.48876
237.2,157.6,3.7,3.510806
236.8,157.6,3.7,3.533012
231.7,157.6,3.7,3.55536
-19.3,224.3,6.2,3.733984
-22.1,235.2,6.2,3.755299
-66.6,243.4,6.2,3.778076
-65.2,244.8,6.2,3.799999
-67.0,250.9,6.2,3.822065
-44.6,311.9,6.2,3.844502
-9.4,322.1,6.2,3.866552
-0.4,322.7,6.2,3.888824
-58.5,344.8,6.2,3.911284
-8.2,328.1,6.2,3.93298
-42.9,337.2,6.2,3.95511
-40.4,341.0,6.2,3.977527
-31.0,336.6,6.2,3.99952
-18.5,334.0,6.2,4.021868
-11.2,334.2,6.2,4.043844
-11.0,339.4,6.2,4.066436
-9.8,277.2,6.2,4.088468
224.7,157.6,3.7,4.266146
218.2,157.6,3.7,4.288551
217.7,157.6,3.7,4.310593
223.6,157.6,3.7,4.332688
216.9,157.6,3.7,4.355008
221.2,157.6,3.7,4.377798
227.6,157.6,3.7,4.399431
228.9,157.6,3.7,4.421649
228.7,157.6,3.7,4.443435
231.9,157.6,3.7,4.465874
231.4,157.6,3.7,4.487909
230.5,157.6,3.7,4.510167
230.2,157.6,3.7,4.532426
221.6,160.8,3.8,4.554971
187.2,169.8,4.0,4.576868
179.3,192.7,4.0,4.5991
179.3,193.6,4.0,4.62174
179.4,190.8,4.0,4.643137
179.3,190.1,4.0,4.665589
179.3,189.4,4.0,4.687845
187.2,169.8,4.0,4.71041
187.2,169.8,4.0,4.732771
179.3,191.0,4.0,4.754665
174.1,192.9,4.0,4.77669
176.2,191.5,4.0,4.799247
175.4,191.0,4.0,4.821394
179.3,190.7,4.0,4.843764
179.3,190.4,4.0,4.865626
185.9,169.8,4.0,4.888285
193.4,162.4,3.9,4.910284
186.3,169.8,4.0,4.93249
194.0,162.8,3.9,4.954481
200.2,161.6,3.8,4.97703
192.3,162.4,3.9,4.999214
208.4,160.8,3.8,5.02144
193.1,163.1,3.9,5.043927
196.1,162.9,3.9,5.06577
195.8,163.1,3.9,5.087729
187.2,169.8,4.0,5.110146
187.2,169.8,4.0,5.131916
200.7,163.0,3.9,5.154487
209.0,161.8,3.8,5.176582
197.1,163.5,3.9,5.20261
212.5,162.2,3.9,5.220309
240.3,157.6,3.7,5.242303
240.2,157.6,3.7,5.264893
241.2,157.6,3.7,5.286942
237.7,157.6,3.7,5.309012
234.8,157.6,3.7,5.331272
240.5,157.6,3.7,5.353275
180.0,198.7,4.0,5.375855
181.8,199.2,4.1,5.398044
181.5,199.1,4.1,5.420438
181.6,199.1,4.1,5.442366
182.0,199.2,4.1,5.464863
180.3,198.8,4.0,5.486538
182.8,199.5,4.1,5.50895
182.8,199.5,4.1,5.531082
44.2,205.0,6.2,5.553427
57.4,210.8,6.2,5.575659
53.5,213.7,6.2,5.597724
53.4,215.3,6.2,5.619817
54.0,219.6,6.2,5.642128
60.6,223.4,6.2,5.664361
55.3,218.5,6.2,5.686425
60.9,222.0,6.2,5.708718
60.7,222.6,6.2,5.73107
66.7,223.5,6.2,5.753523
75.7,220.2,6.2,5.775532
77.9,220.1,6.2,5.797675
98.6,220.6,5.9,5.820035
98.6,217.4,5.9,5.841692
98.6,214.2,5.9,5.864009
76.5,222.2,6.2,5.88625
98.6,224.0,5.9,5.908322
102.0,221.2,5.9,5.930781
103.4,219.8,5.9,5.953403
115.0,224.0,5.9,5.976402
227.8,219.1,5.9,5.998524
295.7,220.1,5.9,6.020946
342.3,220.4,5.9,6.043379
344.3,217.5,5.9,6.065602
344.2,215.3,5.9,6.088398
345.2,215.0,5.9,6.111054
345.4,215.0,5.9,6.132857
343.0,211.7,5.9,6.155743
345.5,212.7,5.9,6.177728
342.6,210.3,5.9,6.199647
342.9,212.3,5.9,6.222298
343.5,215.4,5.9,6.244204
339.3,215.4,5.9,6.26627
347.7,217.4,5.9,6.28873
337.8,218.5,5.9,6.311437
354.0,222.3,5.9,6.332966
342.0,221.1,5.9,6.35546
335.8,222.2,5.9,6.379227
335.3,222.9,5.9,6.399743
336.2,220.4,5.9,6.421822
336.5,217.8,5.9,6.444542
344.9,215.6,5.9,6.468096
341.5,214.3,5.9,6.490429
340.2,213.1,5.9,6.511233
345.5,208.5,5.9,6.532038
345.0,206.9,5.9,6.554431
342.8,212.6,5.9,6.742145
340.6,215.2,5.9,6.775051
345.8,207.3,5.9,6.805204
354.0,207.5,5.9,6.818464
351.8,203.8,5.9,6.829394
356.7,208.1,5.9,6.843655
343.5,209.1,5.9,6.863755
340.4,213.2,5.9,6.885155
345.3,211.7,5.9,6.906304
351.0,215.5,5.9,6.928594
344.6,212.3,5.9,6.94703
343.6,212.6,5.9,6.967051
345.9,207.1,5.9,6.984724
337.8,213.4,5.9,7.005081
318.4,214.7,5.9,7.022238
232.5,211.1,5.9,7.043698
258.1,198.6,4.0,7.064383
246.8,198.6,4.0,7.085107
246.4,198.6,4.0,7.105618
246.4,198.6,4.0,7.125171
